id,spacegroup,Natoms,x_Al,x_Ga,x_In,a,b,c,alpha,beta,gamma,avg_HOMO,avg_rs_max,avg_rp_max,avg_mass,avg_rd_max,avg_LUMO,avg_EA,avg_electronegativity,avg_IP,alpha_r,beta_r,gamma_r,vol,atomic_density,formation_energy_ev_natom,bandgap_energy_ev
965,33,80.0,0.0,0.9375,0.0625,10.3138,8.8529,9.4691,89.9966,90.0015,90.0017,-2.73525,0.99625,1.3337500000000002,72.5414375,2.14625,0.1653125,-0.120875,1.8081250000000002,-5.80065,1.5707369856003288,1.5708225067336763,1.5708259973921805,864.5954904542751,0.09252881941122137,0.0642,1.8873
966,12,80.0,0.4688,0.5312,0.0,24.4345,6.0357,5.7812,89.9996,103.8245,90.0002,-2.715592,1.0556320000000001,1.409696,49.68580289568,2.60536,0.2415744,-0.17757615999999998,1.71624,-5.80029184,1.5707893454778887,1.8120793692368526,1.5707998174534008,827.909229869839,0.0966289505101632,0.0375,2.8485
967,33,80.0,0.0625,0.0312,0.9062,11.2205,9.536,10.1611,90.0003,89.9962,90.0003,-2.7766616999999996,1.089271,1.3948639999999999,107.9097753625,2.019795,0.6568649999999999,-0.30257897,1.7701330000000002,-5.560769720000001,1.5708015627826524,1.570730004283321,1.5708015627826524,1087.2243662158214,0.07358186818278083,0.2263,0.8276
968,12,80.0,0.1875,0.5,0.3125,24.6443,6.2906,6.1589,90.0,104.5929,90.0001,-2.7416875000000003,1.0474999999999999,1.380625,75.80116348749999,2.269375,0.3511875,-0.1997625,1.763125,-5.7232875,1.5707963267948966,1.825490479209177,1.5707980721241486,923.9970433717031,0.0865803636211613,0.16,1.6695
969,33,80.0,0.0625,0.5312,0.4062,10.6658,9.1164,9.7369,89.9987,89.9996,90.0004,-2.7506617,1.039271,1.3648639999999999,85.3622753625,2.129795,0.37436499999999995,-0.20037897000000002,1.785133,-5.70116972,1.5707736375146206,1.5707893454778887,1.5708033081119046,946.7548046716871,0.08449917508234053,0.1851,1.3668
970,227,40.0,0.8125,0.1875,0.0,9.751,5.6595,13.963,90.9688,91.1228,30.5185,-2.7035625000000003,1.1037499999999998,1.4681250000000001,34.995562612499995,2.931875,0.32337499999999997,-0.22851249999999998,1.6475,-5.7871625,1.5877050765882177,1.5903928836362888,0.5326483077698895,391.2275308166618,0.10224229342066656,0.1965,2.7282
971,206,80.0,0.625,0.375,0.0,9.1418,9.1413,9.1413,90.0039,90.0043,89.9967,-2.710125,1.0775,1.43625,43.009586625,2.75375,0.27875,-0.200725,1.685,-5.794325000000001,1.5708643946357244,1.5708713759527322,1.5707387309295808,763.9195712769485,0.1047230664168926,0.1051,3.6341
972,12,20.0,0.0,0.125,0.875,12.3454,3.3294,6.7758,90.0003,105.8946,90.0,-2.7775,1.0775000000000001,1.3824999999999998,109.181125,1.9675,0.6243749999999999,-0.28695,1.7837500000000002,-5.5725,1.5708015627826524,1.8482094300823873,1.5707963267948966,267.856165758069,0.07466693903945541,0.2019,0.8162
973,206,80.0,0.4688,0.3438,0.1875,9.3735,9.3731,9.3732,90.0032,90.0035,89.9969,-2.7256152,1.074481,1.4210790000000002,58.148087695680005,2.564326,0.34752489999999997,-0.21591196999999998,1.710796,-5.748223660000001,1.5708521773309605,1.5708574133187163,1.5707422215880849,823.5176581875039,0.097144243605017,0.2001,2.5715
974,206,80.0,0.0938,0.0625,0.8438,10.1125,10.1124,10.1127,90.0008,90.0009,89.9989,-2.7728677999999998,1.087611,1.396707,103.77198422068,2.06369,0.6290844,-0.29448469,1.766107,-5.57825962,1.5708102894289124,1.5708120347581647,1.5707771281731249,1034.1413369725312,0.07735886492479022,0.0995,1.0385
975,194,80.0,0.0,0.5,0.5,6.7535,6.7531,24.7421,89.9985,89.9968,119.988,-2.758,1.04,1.3599999999999999,92.2705,2.05,0.4125,-0.2103,1.795,-5.6777999999999995,1.5707701468561168,1.5707404762588326,2.094185662882956,977.3537310014624,0.08185368046636157,0.0673,1.0984
976,206,80.0,0.625,0.375,0.0,9.1418,9.1413,9.1413,90.0039,90.0043,89.9967,-2.710125,1.0775,1.43625,43.009586625,2.75375,0.27875,-0.200725,1.685,-5.794325000000001,1.5708643946357244,1.5708713759527322,1.5707387309295808,763.9195712769485,0.1047230664168926,0.0958,3.7442
977,167,30.0,0.6667,0.0,0.3333,5.0674,5.0672,13.6668,89.9903,90.0102,120.0016,-2.7259971,1.116668,1.4633369999999999,56.257431184619996,2.720039,0.47698909999999994,-0.27503145999999995,1.666661,-5.69914142,1.5706270298574532,1.5709743503786,2.0944230276612275,303.90909190279297,0.09871372985970314,0.2653,2.9951
978,206,80.0,0.0,0.3438,0.6562,9.9855,9.9855,9.9855,90.0022,90.0019,89.99700000000001,-2.7661224,1.05562,1.369372,99.314339,2.015636,0.500753,-0.24222728000000002,1.790314,-5.63393904,1.5708347240384404,1.5708294880506846,1.5707439669173369,995.6563018051991,0.0803490118577606,0.1098,1.1018
979,33,80.0,0.0938,0.75,0.1562,10.3739,8.8942,9.5128,89.99799999999999,90.0011,90.0012,-2.7368394000000005,1.0187519999999999,1.355318,72.75768992068,2.214746,0.2405774,-0.15392844,1.786554,-5.770755879999999,1.5707614202098565,1.5708155254166685,1.5708172707459205,877.7226667506723,0.0911449630168033,0.1717,1.695
980,227,40.0,0.4375,0.25,0.3125,10.2905,5.961,14.6799,90.9458,91.0978,30.3261,-2.7329375000000002,1.0825,1.423125,65.11579813750001,2.506875,0.4106875,-0.23681249999999998,1.7131250000000002,-5.7137375,1.5873036508602592,1.5899565513232905,0.5292902942890524,454.59253364121105,0.08799088643099043,0.4238,0.8458
981,12,80.0,0.3438,0.4062,0.25,24.4984,6.2112,6.0629,89.9998,104.4804,90.0001,-2.7329670000000004,1.063132,1.403446,66.30223557068,2.43161,0.3530744,-0.21015116,1.7337400000000003,-5.7348668400000005,1.5707928361363925,1.8235269838006833,1.5707980721241486,893.2512364534344,0.0895604693676463,0.0778,2.13
982,206,80.0,0.0,0.4062,0.5938,9.9301,9.9301,9.9301,90.0025,90.0022,89.9966,-2.7628776,1.0493800000000002,1.365628,96.500411,2.029364,0.465497,-0.22947272,1.792186,-5.65146096,1.5708399600261964,1.5708347240384404,1.5707369856003288,979.1762353900435,0.08170132924859326,0.1197,1.1474
983,33,80.0,0.7812,0.0312,0.1875,10.0872,8.6463,9.2769,90.0049,90.0018,90.0009,-2.7141348,1.1180189999999999,1.4739209999999998,44.78171055432,2.860674,0.4218501,-0.26218803,1.6479540000000001,-5.735126340000001,1.5708818479282445,1.5708277427214326,1.5708120347581647,809.1029882750197,0.09887492835807875,0.1739,3.0401
984,33,80.0,0.5312,0.375,0.0938,10.1001,8.6673,9.2928,90.0021,90.0019,90.0013,-2.7182856,1.073748,1.425932,51.248646704319995,2.644004,0.3094226,-0.20599656,1.700946,-5.77156912,1.5708329787091884,1.5708294880506846,1.5708190160751725,813.497256089426,0.09834083569570858,0.1312,2.7688
985,194,10.0,0.0,1.0,0.0,3.1928,3.1928,12.0495,89.9969,90.0091,119.9942,-2.732,0.99,1.33,69.723,2.16,0.13,-0.1081,1.81,-5.8182,1.5707422215880849,1.570955151756828,2.09429387329658,106.3820759238628,0.09400079772044453,0.1856,1.8641
986,194,80.0,0.8125,0.1562,0.0312,6.1511,6.1508,23.5281,90.0132,90.0014,120.0041,-2.7049117000000003,1.106771,1.469864,36.395554312499996,2.924795,0.34098999999999996,-0.23487897,1.6463830000000002,-5.77781972,1.57102671025616,1.5708207614044245,2.094466660892527,770.8749282785698,0.10377818380816575,0.2678,3.4287
987,12,80.0,0.8125,0.1875,0.0,24.0773,5.938,5.7108,89.9992,103.9485,90.0002,-2.7035625000000003,1.1037499999999998,1.4681250000000001,34.995562612499995,2.931875,0.32337499999999997,-0.22851249999999998,1.6475,-5.7871625,1.5707823641608807,1.8142435775093257,1.5707998174534008,792.4031417714694,0.10095871127057211,0.0163,3.4871
988,206,80.0,0.2812,0.7188,0.0,9.2858,9.2856,9.2853,90.0053,90.0049,89.9943,-2.7221580000000003,1.029368,1.377804,57.70410105432,2.42714,0.1969256,-0.14977384,1.7537600000000002,-5.8074581599999995,1.5708888292452523,1.5708818479282445,1.570696843027533,800.6177812497796,0.09992283693114894,0.0847,2.8949
989,167,30.0,0.5,0.3333,0.1667,5.0223,5.022,13.5631,89.9927,90.0082,120.0011,-2.7231684,1.0766699999999998,1.425002,55.8696058,2.598326,0.3431855,-0.21627347999999996,1.704999,-5.75229064,1.5706689177595008,1.57093944379356,2.094414301014967,296.25394051427367,0.10126447583421962,0.1887,3.0060000000000002
990,12,20.0,0.875,0.0,0.125,11.9897,2.9951,5.8262,89.9991,104.3267,90.0002,-2.707875,1.125,1.48625,37.961096275,2.96375,0.408875,-0.263325,1.63125,-5.749675,1.5707806188316287,1.820844412740368,1.5707998174534008,202.7142240123369,0.09866105892393041,0.1117,3.4832
991,206,80.0,0.4375,0.1875,0.375,9.5528,9.5525,9.5527,90.0021,90.0025,89.99799999999999,-2.7361875,1.08875,1.426875,67.9342356375,2.493125,0.446,-0.2495875,1.7112500000000002,-5.696187500000001,1.5708329787091884,1.5708399600261964,1.5707614202098565,871.7136965830464,0.09177325114149858,0.2348,2.1347
992,206,80.0,0.1875,0.0938,0.7188,9.9624,9.9622,9.9625,90.0011,90.0013,89.9987,-2.7630882999999997,1.0882290000000001,1.405136,94.1302342875,2.180205,0.5807599999999999,-0.28282103,1.7511169999999998,-5.60978028,1.5708155254166685,1.5708190160751725,1.5707736375146206,988.752433810776,0.08091004104199265,0.1439,1.2796
993,167,30.0,0.5833,0.0833,0.3333,5.0881,5.0878,13.7084,89.9916,90.0089,120.0015,-2.7286429,1.104893,1.4490260000000001,59.81509676538,2.640593,0.4571269,-0.26266077,1.68316,-5.7017454800000005,1.570649719137729,1.5709516610983238,2.094421282331975,307.32401477471467,0.09761684267333173,0.2073,2.5908
994,12,80.0,0.25,0.5,0.25,24.5958,6.2379,6.082000000000001,89.9999,104.4479,90.0001,-2.73625,1.05,1.3875,70.31138465,2.3425,0.33075,-0.19624999999999998,1.7525000000000002,-5.73845,1.5707945814656445,1.8229597517937852,1.5707980721241486,903.6272263698673,0.08853208232932866,0.1645,1.5632
995,33,80.0,0.3125,0.5312,0.1562,10.2717,8.807,9.4293,90.0002,90.0014,90.0012,-2.7289117000000003,1.049271,1.392364,63.403160012499995,2.422295,0.292615,-0.18632897,1.7426329999999999,-5.76181972,1.5707998174534008,1.5708207614044245,1.5708172707459205,853.0014632667451,0.09378647451977808,0.1421,2.2631
996,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,-2.7068929000000006,1.114893,1.4765260000000002,37.85598141538,2.9330929999999995,0.37537689999999996,-0.24861076999999998,1.6406600000000002,-5.76239548,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041587,0.10860934060475641,0.0999,4.1194
997,33,40.0,0.5625,0.0,0.4375,5.2334,8.9433,9.5725,90.0037,90.0005,90.0006,-2.7350624999999997,1.1124999999999998,1.4518749999999998,65.4099904625,2.598125,0.5110625,-0.28088749999999996,1.6843750000000002,-5.6738625,1.5708609039772201,1.5708050534411566,1.5708067987704086,448.0300084151315,0.08927973405508403,0.1963,2.1131
998,206,80.0,0.0,0.25,0.75,10.0687,10.0687,10.0687,90.0016,90.0015,89.9977,-2.771,1.0650000000000002,1.375,103.54425,1.995,0.55375,-0.2614,1.7875,-5.607600000000001,1.5708242520629283,1.5708225067336763,1.5707561842221007,1020.7519133724919,0.07837359788597964,0.0812,1.043
999,206,80.0,0.3125,0.0,0.6875,9.8823,9.8821,9.8824,90.0007,90.0012,89.9993,-2.7568124999999997,1.1025,1.424375,87.36910581250001,2.305625,0.5928125,-0.29493749999999996,1.7268750000000002,-5.6132125,1.5708085440996604,1.5708172707459205,1.5707841094901327,965.0942016290738,0.08289346248786951,0.1947,1.5464
1000,206,80.0,0.125,0.0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,-2.773125,1.0950000000000002,1.4037499999999998,103.838442325,2.08625,0.654125,-0.305475,1.75875,-5.567725,1.5708050534411566,1.5708085440996604,1.5707841094901327,1038.6269409438355,0.07702476880418804,0.0928,0.7883
1001,194,80.0,0.6562,0.3438,0.0,6.1745,6.1743,23.6052,90.0183,89.99799999999999,120.0028,-2.709033,1.0818679999999998,1.441554,41.67605302932,2.7833900000000003,0.2861756,-0.20534884,1.67876,-5.79313316,1.5711157220480114,1.5707614202098565,2.094443971612251,779.3195258928623,0.10265365789256264,0.2574,3.0491
1002,194,80.0,0.2188,0.25,0.5312,6.7047,6.7043,24.6175,90.0111,90.0015,119.9899,-2.7519644,1.073752,1.399068,84.32563224568,2.2509959999999998,0.4822023999999999,-0.24910344,1.750304,-5.66068088,1.5709900583418681,1.5708225067336763,2.094218824138744,958.410463742284,0.08347154275384867,0.2301,0.9304
1003,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,-2.7123125000000003,1.0687499999999999,1.4256250000000001,45.6809279625,2.694375,0.26387499999999997,-0.19146249999999998,1.6975,-5.7967125,1.5708696306234802,1.5708731212819844,1.570731749612573,770.5067337515608,0.10382777527521893,0.0953,3.551
1004,167,30.0,0.6667,0.0,0.3333,5.0674,5.0672,13.6668,89.9903,90.0102,120.0016,-2.7259971,1.116668,1.4633369999999999,56.257431184619996,2.720039,0.47698909999999994,-0.27503145999999995,1.666661,-5.69914142,1.5706270298574532,1.5709743503786,2.0944230276612275,303.90909190279297,0.09871372985970314,0.2677,2.4009
1005,167,30.0,0.3333,0.6667,0.0,4.9772,4.9768,13.4593,89.9952,90.0061,120.0005,-2.7203345,1.036662,1.3866610000000001,55.47727091538,2.476635,0.2093254,-0.15749505999999996,1.74334,-5.80546794,1.5707125509908009,1.5709027918792682,2.094403829039455,288.726199989794,0.10390466816333416,0.075,3.2003
1006,33,80.0,0.7812,0.1562,0.0625,9.9485,8.5414,9.1709,90.0043,90.0022,90.0013,-2.7076348,1.105519,1.466421,39.144835554320004,2.888174,0.3512251,-0.23663803,1.651704,-5.770226340000001,1.5708713759527322,1.5708347240384404,1.5708190160751725,779.2891348793719,0.10265766121887918,0.1089,3.5426
1007,167,60.0,0.0,0.4167,0.5833,10.7244,5.3617,14.2797,89.9996,89.9994,120.0006,-2.7623316000000004,1.04833,1.364998,96.0269135,2.031674,0.45956450000000004,-0.22732652,1.7925010000000001,-5.654409360000001,1.5707893454778887,1.5707858548193845,2.0944055743687073,711.0867787229578,0.08437788719367575,0.1582,1.228
1008,167,30.0,0.75,0.25,0.0,4.8741,4.8738,13.2515,89.9879,90.0131,120.0014,-2.70575,1.095,1.4575,37.666903950000005,2.8725,0.3085,-0.21924999999999997,1.6600000000000001,-5.78955,1.570585141955405,1.571024964926908,2.0944195370027234,272.6162066305474,0.11004481490954182,0.0357,4.545
1009,12,20.0,0.625,0.375,0.0,12.1361,2.9957,5.7492,89.9994,103.8806,90.0002,-2.710125,1.0775,1.43625,43.009586625,2.75375,0.27875,-0.200725,1.685,-5.794325000000001,1.5707858548193845,1.8130584989472216,1.5707998174534008,202.91476561821648,0.09856355174088188,0.0346,3.1697
1010,33,80.0,0.5938,0.1562,0.25,10.2442,8.7735,9.4015,90.0033,90.0014,90.0009,-2.7242170000000003,1.0981319999999999,1.445946,55.61687022068,2.66911,0.4125744,-0.24720115999999998,1.68374,-5.72531684,1.5708539226602123,1.5708207614044245,1.5708120347581647,844.9832082550126,0.09467643761254048,0.22399999999999998,2.4076
1011,12,80.0,0.25,0.2812,0.4688,24.5381,6.3603,6.3066,90.0,105.0163,90.0001,-2.7476276000000004,1.0718800000000002,1.400628,80.17817065,2.294364,0.454372,-0.24097271999999997,1.745936,-5.67701096,1.5707963267948966,1.8328802032621212,1.5707980721241486,950.6583625820249,0.08415220772130685,0.2805,1.1634
1012,227,40.0,0.4375,0.25,0.3125,10.2905,5.961,14.6799,90.9458,91.0978,30.3261,-2.7329375000000002,1.0825,1.423125,65.11579813750001,2.506875,0.4106875,-0.23681249999999998,1.7131250000000002,-5.7137375,1.5873036508602592,1.5899565513232905,0.5292902942890524,454.59253364121105,0.08799088643099043,0.3523,1.4619
1013,206,80.0,0.2812,0.7188,0.0,9.2858,9.2856,9.2853,90.0053,90.0049,89.9943,-2.7221580000000003,1.029368,1.377804,57.70410105432,2.42714,0.1969256,-0.14977384,1.7537600000000002,-5.8074581599999995,1.5708888292452523,1.5708818479282445,1.570696843027533,800.6177812497796,0.09992283693114894,0.099,2.8222
1014,206,80.0,0.3125,0.0625,0.625,9.8269,9.8266,9.8269,90.0011,90.0015,89.9989,-2.7535624999999997,1.09625,1.4206249999999998,84.55066831250001,2.319375,0.5574999999999999,-0.2821625,1.7287500000000002,-5.6307624999999994,1.5708155254166685,1.5708225067336763,1.5707771281731249,948.9347505350752,0.08430505886194015,0.2127,1.4273
1015,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,-2.7793848,1.088019,1.3914209999999998,110.65905660432,1.983174,0.6671001,-0.30433803,1.7754539999999999,-5.553176339999999,1.5708067987704086,1.5708067987704086,1.5707823641608807,1068.0581140415682,0.0749022913156638,0.0413,0.9271
1016,194,80.0,0.2812,0.3125,0.4062,6.5922,6.5919,24.4096,90.01100000000001,90.0041,119.992,-2.7430072,1.069889,1.402043,76.01471775432,2.33756,0.4264156,-0.23279031,1.741393,-5.692815380000001,1.570988313012616,1.5708678852942282,2.094255476053036,918.686359018047,0.08708086194455887,0.3957,0.9387
1017,206,80.0,0.5625,0.4375,0.0,9.168,9.1675,9.1675,90.0042,90.0044,89.9963,-2.7123125000000003,1.0687499999999999,1.4256250000000001,45.6809279625,2.694375,0.26387499999999997,-0.19146249999999998,1.6975,-5.7967125,1.5708696306234802,1.5708731212819844,1.570731749612573,770.5067337515608,0.10382777527521893,0.1035,3.4898
1018,206,80.0,0.0312,0.4688,0.5,9.8339,9.8339,9.8338,90.0029,90.0026,89.9962,-2.756908,1.044368,1.365304,90.93696640432,2.07964,0.41992559999999995,-0.21492384,1.78876,-5.67660816,1.5708469413432042,1.5708417053554484,1.570730004283321,950.9834188846398,0.08412344359676421,0.1475,1.2896
1019,194,80.0,0.9375,0.0625,0.0,6.0917,6.0913,23.3941,90.0081,90.0008,120.0062,-2.6991875,1.1212499999999999,1.489375,29.6528799375,3.050625,0.35312499999999997,-0.24703749999999997,1.6225,-5.7823875000000005,1.570937698464308,1.5708102894289124,2.094503312806819,751.7238473594249,0.10642205948502956,0.2399,3.8599
1020,194,80.0,0.2812,0.0312,0.6875,6.8002,6.7997,24.7717,90.0182,90.0022,119.9888,-2.7576348,1.0980189999999999,1.4189209999999999,88.69994125432001,2.275674,0.5853501,-0.29028803,1.732954,-5.61382634,1.5711139767187594,1.5708347240384404,2.094199625516972,992.0803581448155,0.08063862906186303,0.3718,0.6322
1021,206,80.0,0.625,0.375,0.0,9.1418,9.1413,9.1413,90.0039,90.0043,89.9967,-2.710125,1.0775,1.43625,43.009586625,2.75375,0.27875,-0.200725,1.685,-5.794325000000001,1.5708643946357244,1.5708713759527322,1.5707387309295808,763.9195712769485,0.1047230664168926,0.0974,3.6921
1022,206,80.0,0.0312,0.0625,0.9062,10.1941,10.1941,10.1943,90.0007,90.0007,89.9989,-2.7777572,1.084889,1.389543,109.24758310432,1.99006,0.6494156,-0.29794031,1.776393,-5.56196538,1.5708085440996604,1.5708085440996604,1.5707771281731249,1059.388340562221,0.07551527323544427,0.0494,0.9238
1023,206,80.0,0.6875,0.3125,0.0,9.1156,9.1151,9.1151,90.0037,90.0042,89.9972,-2.7079375,1.08625,1.446875,40.3382452875,2.8131250000000003,0.293625,-0.2099875,1.6725,-5.7919375,1.5708609039772201,1.5708696306234802,1.5707474575758409,757.3700591217129,0.10562868050629347,0.0947,3.9019
1024,167,30.0,0.5,0.1667,0.3333,5.1087,5.1084,13.7499,89.9929,90.0076,120.0013,-2.7318316,1.09333,1.434998,63.3824328,2.561674,0.43731449999999994,-0.25032652,1.7000009999999999,-5.70550936,1.570672408418005,1.570928971818048,2.0944177916734716,310.75617966286774,0.09653870771788453,0.239,2.5528
1025,206,80.0,0.0,0.0938,0.9062,10.2072,10.2072,10.2074,90.0008,90.0008,89.9987,-2.7791223999999994,1.0806200000000001,1.384372,110.588089,1.960636,0.642003,-0.29332727999999997,1.7828140000000001,-5.563739040000001,1.5708102894289124,1.5708102894289124,1.5707736375146206,1063.4776875825492,0.07522489746056872,0.0332,0.9590000000000001
1026,206,80.0,0.4062,0.0,0.5938,9.7599,9.7596,9.7599,90.0009,90.0015,89.9993,-2.7486606,1.1062480000000001,1.434682,79.13882937932,2.415254,0.5621726,-0.28967156,1.710946,-5.63594412,1.5708120347581647,1.5708225067336763,1.5707841094901327,929.657021815739,0.08605324127359333,0.24,1.4355
1027,206,80.0,0.0312,0.0312,0.9375,10.2218,10.2218,10.2221,90.0006,90.0006,89.9992,-2.7793848,1.088019,1.3914209999999998,110.65905660432,1.983174,0.6671001,-0.30433803,1.7754539999999999,-5.553176339999999,1.5708067987704086,1.5708067987704086,1.5707823641608807,1068.0581140415682,0.0749022913156638,0.0398,0.9129
1028,167,30.0,0.8333,0.0833,0.0833,4.8966,4.8964,13.3033,89.9868,90.0141,120.0017,-2.7068929000000006,1.114893,1.4765260000000002,37.85598141538,2.9330929999999995,0.37537689999999996,-0.24861076999999998,1.6406600000000002,-5.76239548,1.5705659433336334,1.5710424182194278,2.0944247729904792,276.2193365041587,0.10860934060475641,0.0988,4.2244
1029,167,30.0,0.4167,0.3333,0.25,5.0862,5.0858,13.6981,89.9942,90.0065,120.001,-2.7304155000000003,1.073338,1.4158389999999998,63.18638303461999,2.5008649999999997,0.3704246,-0.22095494,1.71916,-5.73208206,1.5706950976982808,1.5709097731962762,2.0944125556857154,306.85930378876384,0.09776467465575506,0.2005,2.5844
1030,206,80.0,0.7188,0.0,0.2812,9.3519,9.3513,9.3517,90.0015,90.0025,89.9993,-2.7214644,1.118752,1.469068,51.68115154568,2.780996,0.4599524,-0.27210344,1.657804,-5.71178088,1.5708225067336763,1.5708399600261964,1.5707841094901327,817.8288180928939,0.09781998167605915,0.2636,2.6709
1031,227,40.0,0.4375,0.1875,0.375,10.3535,5.9979,14.7699,90.9875,91.146,30.3326,-2.7361875,1.08875,1.426875,67.9342356375,2.493125,0.446,-0.2495875,1.7112500000000002,-5.696187500000001,1.5880314531583404,1.5907978000227518,0.529403740690432,463.11049843188886,0.0863724751121852,0.3049,1.3159
1032,167,30.0,0.0,0.8333,0.1667,5.1462,5.1456,13.8125,90.0006,90.0001,120.0,-2.7406684,1.00667,1.3400020000000001,77.2403365,2.123326,0.22418549999999998,-0.14217348000000002,1.8049990000000002,-5.771390640000001,1.5708067987704086,1.5707980721241486,2.0943951023931953,316.75655127124423,0.09470995905088785,0.1612,1.7867
1033,206,80.0,0.5625,0.2188,0.2188,9.3619,9.3615,9.3616,90.0026,90.0031,89.9978,-2.7239633,1.0907289999999998,1.438886,55.5546862625,2.6464549999999996,0.38750999999999997,-0.23619602999999997,1.691117,-5.735855280000001,1.5708417053554484,1.5708504320017085,1.5707579295513527,820.4639789485549,0.09750580409699644,0.2258,2.4391
1034,227,40.0,0.5625,0.125,0.3125,10.2374,5.9295,14.5988,90.9038,91.0482,30.3148,-2.7285625,1.0999999999999999,1.444375,59.7731154625,2.6256250000000003,0.4404375,-0.2553375,1.6881249999999999,-5.7089625,1.5865706125744212,1.589090868014301,0.529093072083577,447.22810993775306,0.08943981630664351,0.4034,1.6807
1035,206,80.0,0.1875,0.0,0.8125,10.0455,10.0454,10.0457,90.0006,90.0008,89.9993,-2.7676875,1.0975000000000001,1.410625,98.3486634875,2.159375,0.6336875,-0.3019625,1.748125,-5.5828875,1.5708067987704086,1.5708102894289124,1.5707841094901327,1013.7222924724377,0.0789170767912013,0.1292,0.9216
1036,167,60.0,0.0,0.875,0.125,10.2491,5.124,13.7658,90.0006,90.0002,120.0,-2.7385,1.0025,1.3375000000000001,75.359875,2.1325000000000003,0.200625,-0.13365,1.80625,-5.7831,1.5708067987704086,1.5707998174534008,2.0943951023931953,626.0758312064958,0.0958350362836646,0.1165,2.0336
1037,167,30.0,0.5,0.5,0.0,4.936,4.9356,13.3762,89.9923,90.0089,120.0009,-2.7145,1.06,1.415,48.3522693,2.635,0.249,-0.18219999999999997,1.71,-5.7991,1.570661936442493,1.5709516610983238,2.0944108103564636,282.2113960343946,0.10630329044665418,0.0727,3.5831
1038,33,80.0,0.2188,0.125,0.6562,10.8701,9.2639,9.8893,90.0011,89.9985,90.0003,-2.7584644,1.086252,1.406568,89.96250724568,2.223496,0.5528274,-0.27465344,1.7465540000000002,-5.625580879999999,1.5708155254166685,1.5707701468561168,1.5708015627826524,995.847756565079,0.0803335645158648,0.2433,1.1671
1039,167,30.0,0.0,1.0,0.0,5.0598,5.0592,13.6256,90.0006,90.0007,119.9998,-2.732,0.99,1.33,69.723,2.16,0.13,-0.1081,1.81,-5.8182,1.5708067987704086,1.5708085440996604,2.0943916117346912,302.06634539243896,0.09931592995248961,0.0725,2.3967
1040,206,80.0,0.125,0.0,0.875,10.1271,10.127,10.1273,90.0005,90.0007,89.9993,-2.773125,1.0950000000000002,1.4037499999999998,103.838442325,2.08625,0.654125,-0.305475,1.75875,-5.567725,1.5708050534411566,1.5708085440996604,1.5707841094901327,1038.6269409438355,0.07702476880418804,0.1026,1.0929
1041,12,80.0,0.5,0.2188,0.2812,24.3277,6.1843,6.0631,89.9996,104.6182,90.0002,-2.7291224,1.08812,1.431872,61.032983300000005,2.573136,0.40787799999999996,-0.23967728,1.7015639999999999,-5.72013904,1.5707893454778887,1.8259320475099314,1.5707998174534008,882.6636278289075,0.09063475312421838,0.1451,2.3434
1042,33,80.0,0.5938,0.2188,0.1875,10.1748,8.7211,9.3485,90.0031,90.0016,90.001,-2.7212402000000004,1.091981,1.442329,52.80540502068,2.683076,0.37727489999999997,-0.23443696999999997,1.685796,-5.74344866,1.5708504320017085,1.5708242520629283,1.5708137800874167,829.5433365815724,0.09643860238775274,0.1909,2.5371
1043,167,30.0,0.4167,0.5833,0.0,4.9566,4.9562,13.4178,89.9938,90.0075,120.0007,-2.7174155000000004,1.048338,1.400839,51.91263303462,2.555865,0.2291746,-0.16985494,1.72666,-5.8022820600000005,1.570688116381273,1.570927226488796,2.0944073196979596,285.45757633876985,0.1050944255352227,0.0681,3.4939
1044,194,80.0,0.0,0.6875,0.3125,6.6154,6.6152,24.5008,89.9952,90.0023,119.99,-2.74825,1.02125,1.34875,83.81518750000001,2.09125,0.30656249999999996,-0.171975,1.8006250000000001,-5.73045,1.5707125509908009,1.5708364693676926,2.094220569467996,928.6535788658805,0.08614622483628406,0.0808,1.4598
1045,33,40.0,0.0,0.125,0.875,5.6075,9.5347,10.1584,89.9996,89.9963,90.0001,-2.7775,1.0775000000000001,1.3824999999999998,109.181125,1.9675,0.6243749999999999,-0.28695,1.7837500000000002,-5.5725,1.5707893454778887,1.570731749612573,1.5707980721241486,543.1272888650586,0.07364756074692115,0.2047,0.7902
1046,33,80.0,0.4375,0.5625,0.0,10.0399,8.626,9.2491,90.0008,90.0022,90.0018,-2.7166875,1.05125,1.404375,51.0236106375,2.575625,0.234125,-0.1729375,1.7225000000000001,-5.8014875,1.5708102894289124,1.5708347240384404,1.5708277427214326,801.0106961264785,0.09987382239321323,0.0754,2.9707
